,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_change,hours_per_week,native_country,income
16130,17.0,3,8.0,4.0,7,3.0,4.0,0.0,0.0,6.0,1.0,0
16131,47.0,3,12.0,0.0,13,1.0,2.0,1.0,0.0,40.0,1.0,0
16132,25.0,1,13.0,4.0,0,2.0,2.0,0.0,0.0,40.0,1.0,0
16133,71.0,3,14.0,4.0,7,1.0,4.0,0.0,0.0,20.0,1.0,0
16134,21.0,3,9.0,4.0,6,3.0,2.0,0.0,0.0,40.0,1.0,0
16135,69.0,4,7.0,2.0,7,0.0,4.0,1.0,0.0,48.0,1.0,0
16136,48.0,3,12.0,2.0,6,0.0,4.0,1.0,0.0,40.0,1.0,0
16137,57.0,3,4.0,6.0,11,2.0,4.0,0.0,-1602.0,3.0,1.0,0
16138,58.0,5,10.0,2.0,4,0.0,4.0,1.0,-2415.0,40.0,1.0,1
16139,34.0,3,9.0,2.0,6,2.0,3.0,0.0,0.0,20.0,0.0,0
16140,33.0,1,10.0,2.0,5,0.0,4.0,1.0,0.0,66.0,0.0,0
16141,56.0,3,3.0,2.0,7,0.0,4.0,1.0,0.0,40.0,0.0,0
16142,40.0,0,14.0,4.0,9,1.0,4.0,1.0,0.0,40.0,1.0,0
16143,28.0,3,9.0,4.0,7,1.0,4.0,1.0,0.0,32.0,1.0,0
16144,42.0,3,14.0,2.0,11,0.0,4.0,1.0,0.0,40.0,0.0,0
16145,19.0,3,10.0,4.0,4,3.0,4.0,0.0,0.0,20.0,1.0,0
16146,41.0,3,11.0,0.0,12,1.0,4.0,0.0,3325.0,40.0,1.0,0
16147,28.0,4,9.0,4.0,0,3.0,4.0,0.0,0.0,35.0,1.0,0
16148,40.0,3,6.0,0.0,6,1.0,4.0,0.0,0.0,35.0,1.0,0
16149,23.0,3,10.0,4.0,6,3.0,1.0,1.0,0.0,30.0,1.0,0
16150,46.0,2,9.0,2.0,6,5.0,4.0,0.0,0.0,40.0,1.0,1
16151,39.0,3,14.0,4.0,11,1.0,4.0,1.0,0.0,50.0,1.0,1
16152,39.0,3,13.0,4.0,11,1.0,4.0,1.0,-1876.0,50.0,1.0,0
16153,45.0,3,9.0,4.0,5,1.0,4.0,0.0,0.0,40.0,1.0,0
16154,21.0,4,10.0,4.0,3,3.0,4.0,0.0,0.0,35.0,1.0,0
16155,50.0,5,10.0,0.0,11,1.0,4.0,0.0,0.0,40.0,1.0,0
16156,33.0,3,9.0,2.0,0,0.0,4.0,1.0,0.0,40.0,1.0,0
16157,34.0,3,7.0,2.0,6,3.0,4.0,0.0,0.0,40.0,1.0,0
16158,55.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,32.0,1.0,0
16159,62.0,0,9.0,6.0,0,4.0,4.0,0.0,0.0,40.0,1.0,0
16160,31.0,3,13.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
16161,35.0,5,5.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
16162,30.0,3,9.0,5.0,2,1.0,4.0,1.0,0.0,40.0,1.0,0
16163,57.0,4,10.0,2.0,11,0.0,4.0,1.0,0.0,50.0,1.0,1
16164,50.0,3,9.0,2.0,3,0.0,2.0,1.0,-1887.0,55.0,1.0,1
16165,51.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,50.0,1.0,0
16166,47.0,3,9.0,2.0,11,0.0,4.0,1.0,4386.0,45.0,1.0,1
16167,37.0,3,13.0,4.0,9,1.0,4.0,1.0,0.0,45.0,1.0,1
16168,58.0,3,4.0,2.0,13,0.0,4.0,1.0,0.0,40.0,0.0,0
16169,39.0,3,13.0,0.0,3,4.0,4.0,0.0,0.0,50.0,1.0,1
16170,34.0,3,10.0,4.0,6,1.0,4.0,1.0,0.0,40.0,0.0,1
16171,45.0,3,9.0,5.0,0,4.0,4.0,0.0,0.0,38.0,1.0,0
16172,19.0,2,10.0,4.0,1,3.0,4.0,1.0,0.0,40.0,1.0,0
16173,42.0,3,13.0,2.0,9,0.0,4.0,1.0,99999.0,40.0,1.0,1
16174,40.0,3,11.0,0.0,12,1.0,4.0,1.0,3325.0,40.0,1.0,0
16175,39.0,5,15.0,2.0,9,0.0,4.0,1.0,-1977.0,50.0,1.0,1
16176,36.0,3,14.0,2.0,9,0.0,4.0,1.0,0.0,40.0,1.0,1
16177,56.0,3,9.0,0.0,0,2.0,0.0,0.0,0.0,35.0,1.0,0
16178,19.0,3,10.0,4.0,8,2.0,4.0,0.0,0.0,15.0,1.0,0
16179,37.0,3,10.0,2.0,5,0.0,2.0,1.0,0.0,40.0,1.0,1
16180,60.0,1,9.0,2.0,7,0.0,4.0,1.0,0.0,40.0,1.0,0
16181,56.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
16182,51.0,3,4.0,2.0,3,0.0,0.0,1.0,3908.0,47.0,1.0,0
16183,34.0,3,13.0,4.0,9,1.0,4.0,0.0,0.0,36.0,1.0,0
16184,23.0,3,10.0,4.0,8,3.0,4.0,0.0,0.0,10.0,1.0,0
16185,19.0,3,9.0,4.0,4,3.0,2.0,1.0,0.0,30.0,1.0,0
16186,37.0,0,9.0,4.0,3,4.0,2.0,0.0,0.0,40.0,1.0,0
16187,58.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
16188,33.0,3,7.0,4.0,0,1.0,4.0,0.0,0.0,35.0,1.0,0
16189,39.0,3,13.0,4.0,3,1.0,4.0,1.0,0.0,40.0,1.0,1
16190,36.0,3,9.0,4.0,0,1.0,4.0,0.0,4865.0,40.0,1.0,0
16191,26.0,3,13.0,4.0,9,1.0,1.0,0.0,0.0,40.0,0.0,0
16192,22.0,3,11.0,4.0,12,3.0,4.0,0.0,0.0,36.0,1.0,0
16193,32.0,3,14.0,4.0,0,1.0,4.0,1.0,0.0,40.0,1.0,0
16194,17.0,3,7.0,4.0,11,4.0,4.0,1.0,0.0,15.0,1.0,0
16195,57.0,6,10.0,0.0,2,1.0,4.0,0.0,0.0,40.0,1.0,0
16196,68.0,3,4.0,6.0,7,4.0,0.0,0.0,0.0,20.0,1.0,0
16197,70.0,3,9.0,2.0,11,0.0,4.0,1.0,3432.0,40.0,1.0,0
16198,30.0,3,9.0,4.0,4,3.0,4.0,1.0,0.0,40.0,1.0,0
16199,19.0,6,10.0,4.0,0,2.0,4.0,0.0,0.0,15.0,0.0,0
16200,51.0,3,9.0,2.0,9,0.0,4.0,1.0,0.0,40.0,1.0,0
16201,19.0,3,10.0,4.0,0,2.0,4.0,1.0,0.0,30.0,0.0,0
16202,47.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
16203,41.0,3,13.0,2.0,9,0.0,4.0,1.0,7688.0,55.0,1.0,1
16204,36.0,3,10.0,2.0,6,0.0,4.0,1.0,-1887.0,40.0,1.0,1
16205,30.0,3,10.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
16206,26.0,3,9.0,2.0,6,0.0,4.0,1.0,0.0,45.0,1.0,0
16207,41.0,1,13.0,0.0,9,1.0,4.0,1.0,0.0,20.0,1.0,0
16208,25.0,3,10.0,2.0,0,0.0,4.0,1.0,0.0,45.0,1.0,0
16209,62.0,3,5.0,2.0,7,0.0,4.0,1.0,0.0,40.0,1.0,0
16210,23.0,3,14.0,4.0,9,1.0,4.0,1.0,0.0,40.0,1.0,0
16211,26.0,5,13.0,4.0,2,4.0,4.0,0.0,0.0,10.0,1.0,0
16212,25.0,3,9.0,4.0,11,3.0,0.0,1.0,6849.0,40.0,1.0,0
16213,30.0,3,13.0,4.0,11,1.0,4.0,0.0,0.0,45.0,1.0,0
16214,48.0,3,9.0,4.0,5,1.0,4.0,1.0,0.0,40.0,1.0,0
16215,20.0,3,9.0,4.0,7,2.0,3.0,1.0,0.0,40.0,0.0,0
16216,51.0,3,10.0,2.0,3,5.0,4.0,0.0,0.0,15.0,1.0,1
16217,19.0,3,10.0,4.0,5,3.0,4.0,1.0,0.0,10.0,1.0,0
16218,31.0,3,9.0,4.0,6,1.0,4.0,1.0,0.0,40.0,1.0,0
16219,36.0,3,13.0,2.0,3,0.0,4.0,1.0,7298.0,50.0,1.0,1
16220,21.0,3,10.0,4.0,5,3.0,4.0,0.0,0.0,40.0,1.0,0
16221,40.0,3,9.0,4.0,11,3.0,2.0,1.0,0.0,40.0,1.0,0
16222,30.0,5,7.0,4.0,4,3.0,2.0,1.0,0.0,40.0,1.0,0
16223,28.0,5,10.0,4.0,2,1.0,4.0,1.0,-1590.0,40.0,1.0,0
16224,57.0,3,5.0,2.0,2,0.0,2.0,1.0,0.0,40.0,1.0,1
16225,18.0,3,7.0,4.0,11,3.0,4.0,1.0,0.0,15.0,1.0,0
16226,54.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
16227,32.0,3,9.0,2.0,6,0.0,2.0,1.0,0.0,40.0,1.0,0
16228,52.0,3,14.0,4.0,9,1.0,4.0,1.0,0.0,40.0,1.0,0
16229,27.0,3,9.0,5.0,6,4.0,4.0,0.0,0.0,40.0,1.0,0
16230,45.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,48.0,0.0,0
16231,18.0,3,10.0,4.0,7,3.0,4.0,1.0,0.0,20.0,1.0,0
16232,37.0,5,9.0,4.0,2,1.0,4.0,1.0,0.0,35.0,1.0,0
16233,52.0,3,9.0,2.0,6,0.0,2.0,1.0,0.0,40.0,1.0,1
16234,59.0,3,5.0,4.0,7,1.0,2.0,1.0,0.0,50.0,1.0,0
16235,27.0,3,11.0,4.0,6,1.0,4.0,1.0,0.0,40.0,1.0,0
16236,43.0,0,9.0,2.0,6,0.0,4.0,1.0,0.0,40.0,1.0,0
16237,56.0,3,10.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
16238,44.0,5,10.0,2.0,4,0.0,4.0,1.0,0.0,72.0,1.0,0
16239,37.0,3,11.0,4.0,2,1.0,4.0,1.0,0.0,45.0,1.0,0
16240,28.0,3,11.0,0.0,3,1.0,4.0,1.0,10520.0,50.0,1.0,1
16241,48.0,5,9.0,5.0,7,2.0,4.0,0.0,0.0,25.0,1.0,0
16242,58.0,5,13.0,2.0,3,0.0,4.0,1.0,0.0,50.0,1.0,0
16243,29.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,45.0,1.0,0
16244,37.0,3,12.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
16245,35.0,4,15.0,2.0,9,0.0,4.0,1.0,0.0,50.0,1.0,1
16246,36.0,3,11.0,0.0,2,1.0,4.0,1.0,0.0,38.0,1.0,0
16247,52.0,3,9.0,2.0,0,0.0,4.0,1.0,0.0,48.0,1.0,0
16248,30.0,3,9.0,0.0,13,1.0,4.0,1.0,0.0,40.0,1.0,0
16249,22.0,3,5.0,4.0,2,3.0,4.0,1.0,0.0,40.0,1.0,0
16250,55.0,5,12.0,2.0,11,0.0,4.0,1.0,0.0,60.0,1.0,0
16251,61.0,3,9.0,2.0,3,5.0,4.0,0.0,15024.0,38.0,1.0,1
16252,33.0,3,9.0,0.0,5,4.0,4.0,1.0,0.0,30.0,1.0,0
16253,46.0,3,10.0,2.0,11,0.0,4.0,1.0,0.0,50.0,1.0,0
16254,64.0,3,7.0,6.0,12,4.0,4.0,0.0,0.0,16.0,1.0,0
16255,28.0,3,6.0,3.0,2,4.0,4.0,1.0,0.0,40.0,0.0,0
16256,19.0,3,9.0,4.0,0,1.0,4.0,0.0,0.0,42.0,1.0,0
16257,36.0,3,9.0,5.0,0,1.0,4.0,1.0,0.0,40.0,0.0,0
16258,43.0,5,13.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
16259,39.0,5,16.0,0.0,0,2.0,3.0,1.0,0.0,40.0,0.0,0
16260,56.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,42.0,1.0,1
16261,24.0,1,10.0,4.0,10,3.0,4.0,1.0,0.0,40.0,1.0,0
16262,40.0,3,9.0,2.0,11,0.0,4.0,1.0,0.0,60.0,1.0,0
16263,45.0,4,12.0,2.0,3,0.0,4.0,1.0,0.0,50.0,1.0,1
16264,56.0,1,14.0,6.0,9,1.0,4.0,0.0,0.0,40.0,1.0,0
16265,46.0,3,9.0,5.0,2,4.0,2.0,0.0,0.0,40.0,0.0,0
16266,35.0,0,13.0,4.0,9,3.0,4.0,0.0,0.0,40.0,1.0,0
16267,36.0,5,15.0,2.0,9,0.0,4.0,1.0,0.0,60.0,1.0,1
16268,50.0,5,15.0,2.0,9,0.0,4.0,1.0,0.0,50.0,1.0,1
16269,61.0,3,4.0,6.0,7,1.0,2.0,0.0,0.0,21.0,1.0,0
16270,31.0,3,11.0,4.0,13,3.0,4.0,1.0,-1980.0,60.0,1.0,0
16271,63.0,3,10.0,2.0,9,0.0,4.0,1.0,0.0,40.0,1.0,0
16272,41.0,3,11.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,0
16273,48.0,3,9.0,2.0,6,0.0,4.0,1.0,0.0,40.0,1.0,0
16274,45.0,3,9.0,0.0,11,1.0,4.0,0.0,0.0,35.0,1.0,0
16275,24.0,3,9.0,2.0,6,0.0,4.0,1.0,0.0,40.0,1.0,0
16276,34.0,3,10.0,0.0,9,1.0,2.0,1.0,0.0,40.0,0.0,1
16277,27.0,3,13.0,4.0,11,1.0,4.0,0.0,0.0,40.0,1.0,0
16278,26.0,3,11.0,4.0,2,3.0,4.0,1.0,0.0,48.0,1.0,0
16279,27.0,3,9.0,4.0,5,3.0,4.0,1.0,0.0,40.0,1.0,0
16280,55.0,3,11.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,0
16281,38.0,3,9.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
16282,31.0,3,9.0,2.0,0,5.0,4.0,0.0,0.0,40.0,1.0,1
16283,51.0,5,12.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,1
16284,56.0,3,8.0,2.0,9,0.0,4.0,1.0,0.0,40.0,1.0,1
16285,39.0,3,12.0,2.0,6,0.0,4.0,1.0,0.0,40.0,1.0,0
16286,50.0,3,10.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
16287,34.0,1,13.0,2.0,9,0.0,4.0,1.0,-2051.0,40.0,1.0,0
16288,44.0,3,9.0,0.0,11,1.0,4.0,1.0,3674.0,50.0,1.0,0
16289,21.0,3,9.0,4.0,10,3.0,4.0,1.0,0.0,40.0,1.0,0
16290,37.0,3,10.0,2.0,6,0.0,4.0,1.0,0.0,70.0,1.0,0
16291,34.0,2,6.0,0.0,10,1.0,4.0,1.0,0.0,40.0,0.0,0
16292,18.0,3,8.0,4.0,0,1.0,4.0,0.0,0.0,30.0,1.0,0
16293,34.0,2,9.0,2.0,3,0.0,4.0,1.0,2885.0,80.0,1.0,0
16294,38.0,3,9.0,2.0,6,0.0,4.0,1.0,0.0,65.0,1.0,1
16295,19.0,3,9.0,4.0,0,3.0,4.0,1.0,0.0,12.0,1.0,0
16296,46.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
16297,19.0,3,10.0,4.0,11,3.0,4.0,0.0,0.0,25.0,1.0,0
16298,22.0,3,10.0,4.0,11,3.0,4.0,0.0,0.0,20.0,0.0,0
16299,38.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,50.0,1.0,0
16300,33.0,3,14.0,0.0,3,3.0,4.0,0.0,14084.0,50.0,1.0,1
16301,83.0,5,9.0,6.0,3,1.0,4.0,1.0,0.0,8.0,1.0,0
16302,34.0,3,10.0,2.0,12,0.0,4.0,1.0,0.0,40.0,1.0,1
16303,38.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
16304,33.0,3,10.0,6.0,0,4.0,4.0,0.0,0.0,40.0,1.0,0
16305,27.0,3,9.0,2.0,0,5.0,2.0,0.0,-1887.0,40.0,1.0,1
16306,38.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,60.0,1.0,0
16307,25.0,3,10.0,4.0,7,1.0,4.0,1.0,0.0,25.0,1.0,0
16308,38.0,3,9.0,2.0,12,0.0,4.0,1.0,0.0,40.0,1.0,0
16309,52.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,48.0,1.0,1
16310,33.0,6,14.0,4.0,9,1.0,4.0,1.0,0.0,50.0,1.0,0
16311,17.0,3,7.0,4.0,7,3.0,4.0,0.0,0.0,20.0,1.0,0
16312,28.0,3,13.0,4.0,3,1.0,4.0,0.0,6849.0,60.0,1.0,0
16313,52.0,1,9.0,0.0,0,4.0,2.0,0.0,0.0,40.0,1.0,0
16314,34.0,3,9.0,5.0,5,1.0,4.0,1.0,2463.0,40.0,1.0,0
16315,25.0,3,13.0,4.0,9,3.0,4.0,0.0,0.0,15.0,1.0,0
16316,17.0,3,5.0,4.0,7,3.0,2.0,1.0,0.0,26.0,1.0,0
16317,22.0,3,9.0,4.0,7,3.0,2.0,1.0,0.0,80.0,1.0,0
16318,22.0,3,9.0,4.0,5,1.0,2.0,1.0,0.0,40.0,1.0,0
16319,46.0,3,10.0,2.0,11,0.0,4.0,1.0,-1887.0,40.0,1.0,1
16320,58.0,3,9.0,0.0,6,1.0,2.0,0.0,0.0,40.0,1.0,0
16321,39.0,3,10.0,0.0,11,2.0,4.0,0.0,0.0,35.0,1.0,0
16322,59.0,1,10.0,6.0,7,1.0,4.0,0.0,0.0,40.0,0.0,0
16323,61.0,3,9.0,2.0,0,0.0,4.0,1.0,0.0,40.0,1.0,0
16324,32.0,3,11.0,2.0,2,0.0,4.0,1.0,0.0,45.0,1.0,0
16325,50.0,3,13.0,2.0,3,0.0,1.0,1.0,0.0,40.0,0.0,1
16326,51.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
16327,43.0,3,13.0,2.0,7,5.0,1.0,0.0,0.0,45.0,0.0,0
16328,20.0,3,10.0,4.0,2,3.0,4.0,1.0,0.0,40.0,1.0,0
16329,38.0,1,13.0,2.0,3,0.0,2.0,1.0,0.0,40.0,1.0,0
16330,44.0,0,11.0,2.0,2,0.0,2.0,1.0,0.0,40.0,1.0,1
16331,28.0,3,11.0,4.0,11,1.0,4.0,1.0,0.0,50.0,1.0,0
16332,50.0,3,14.0,2.0,9,5.0,4.0,0.0,0.0,40.0,1.0,0
16333,53.0,3,16.0,0.0,9,1.0,4.0,1.0,0.0,50.0,1.0,0
16334,42.0,5,13.0,2.0,11,0.0,4.0,1.0,0.0,45.0,1.0,0
16335,47.0,3,14.0,2.0,9,0.0,1.0,1.0,0.0,45.0,0.0,0
16336,39.0,3,9.0,2.0,0,5.0,4.0,0.0,0.0,40.0,1.0,1
16337,38.0,5,9.0,4.0,4,1.0,4.0,1.0,0.0,60.0,1.0,0
16338,34.0,6,13.0,4.0,9,3.0,4.0,1.0,0.0,50.0,1.0,0
16339,40.0,3,10.0,2.0,9,5.0,4.0,0.0,0.0,40.0,1.0,0
16340,63.0,3,10.0,6.0,11,1.0,4.0,0.0,0.0,20.0,1.0,0
16341,53.0,3,10.0,2.0,3,5.0,4.0,0.0,0.0,40.0,1.0,1
16342,43.0,3,11.0,0.0,9,1.0,4.0,1.0,0.0,48.0,1.0,0
16343,28.0,3,10.0,4.0,3,1.0,4.0,1.0,-1669.0,60.0,1.0,0
16344,68.0,3,9.0,6.0,3,1.0,4.0,0.0,0.0,10.0,1.0,1
16345,22.0,3,4.0,4.0,7,4.0,4.0,0.0,0.0,40.0,0.0,0
16346,46.0,6,13.0,2.0,9,0.0,4.0,1.0,0.0,38.0,1.0,0
16347,57.0,3,9.0,4.0,0,2.0,4.0,0.0,0.0,40.0,1.0,0
16348,38.0,3,9.0,0.0,0,1.0,4.0,0.0,0.0,35.0,1.0,0
16349,66.0,3,14.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
16350,29.0,3,12.0,4.0,11,3.0,4.0,0.0,0.0,40.0,1.0,0
16351,54.0,3,13.0,2.0,11,0.0,4.0,1.0,7688.0,50.0,1.0,1
16352,38.0,3,9.0,4.0,9,1.0,4.0,1.0,0.0,40.0,1.0,0
16353,35.0,3,7.0,5.0,8,4.0,4.0,0.0,0.0,8.0,0.0,0
16354,30.0,3,13.0,4.0,9,3.0,4.0,0.0,0.0,37.0,1.0,0
16355,39.0,3,9.0,4.0,0,4.0,2.0,0.0,0.0,40.0,1.0,0
16356,31.0,3,14.0,4.0,9,1.0,2.0,1.0,0.0,40.0,1.0,0
16357,50.0,3,9.0,2.0,6,0.0,4.0,1.0,0.0,50.0,1.0,0
16358,30.0,5,9.0,2.0,2,0.0,4.0,1.0,0.0,60.0,1.0,0
16359,25.0,3,13.0,4.0,11,3.0,4.0,0.0,0.0,40.0,1.0,0
16360,24.0,3,13.0,4.0,8,1.0,4.0,0.0,0.0,40.0,0.0,0
16361,59.0,1,9.0,5.0,10,2.0,2.0,0.0,-2339.0,40.0,1.0,0
16362,45.0,3,13.0,2.0,0,0.0,4.0,1.0,0.0,15.0,1.0,0
16363,64.0,3,3.0,5.0,7,2.0,4.0,0.0,0.0,20.0,0.0,0
16364,61.0,3,8.0,2.0,7,5.0,4.0,0.0,0.0,40.0,1.0,0
16365,42.0,3,11.0,0.0,12,4.0,4.0,0.0,0.0,40.0,1.0,0
16366,28.0,3,3.0,2.0,6,0.0,4.0,1.0,0.0,40.0,0.0,0
16367,53.0,3,9.0,0.0,5,1.0,4.0,1.0,0.0,40.0,1.0,0
16368,33.0,5,7.0,0.0,5,1.0,4.0,1.0,0.0,7.0,1.0,0
16369,34.0,1,14.0,2.0,9,0.0,2.0,1.0,0.0,40.0,1.0,0
16370,41.0,3,10.0,2.0,7,0.0,4.0,1.0,0.0,48.0,1.0,0
16371,67.0,3,10.0,2.0,5,0.0,4.0,1.0,9386.0,24.0,0.0,1
16372,46.0,3,12.0,6.0,9,4.0,4.0,0.0,0.0,27.0,1.0,0
16373,32.0,3,9.0,2.0,11,5.0,4.0,0.0,0.0,40.0,1.0,0
16374,41.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,40.0,1.0,0
16375,30.0,3,13.0,2.0,9,0.0,3.0,1.0,0.0,40.0,1.0,0
16376,54.0,5,13.0,0.0,3,1.0,4.0,1.0,0.0,50.0,1.0,0
16377,33.0,3,9.0,0.0,7,4.0,2.0,1.0,0.0,40.0,1.0,0
16378,20.0,3,9.0,4.0,7,3.0,4.0,1.0,0.0,32.0,1.0,0
16379,34.0,3,13.0,4.0,3,1.0,4.0,0.0,0.0,40.0,1.0,0
16380,20.0,3,10.0,4.0,11,3.0,4.0,1.0,0.0,30.0,0.0,0
16381,17.0,3,9.0,4.0,4,3.0,2.0,1.0,0.0,40.0,1.0,0
16382,45.0,3,10.0,0.0,0,1.0,4.0,0.0,0.0,48.0,1.0,0
16383,21.0,3,9.0,4.0,7,3.0,4.0,1.0,0.0,40.0,1.0,0
16384,25.0,3,13.0,2.0,9,0.0,4.0,1.0,0.0,40.0,1.0,0
16385,38.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,41.0,1.0,0
16386,17.0,3,7.0,4.0,2,3.0,4.0,0.0,0.0,15.0,1.0,0
16387,35.0,3,9.0,0.0,11,1.0,4.0,0.0,0.0,30.0,1.0,0
16388,38.0,3,13.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
16389,48.0,1,12.0,2.0,10,0.0,4.0,1.0,0.0,56.0,1.0,1
16390,25.0,3,9.0,4.0,7,1.0,2.0,1.0,0.0,40.0,0.0,0
16391,57.0,3,14.0,4.0,3,1.0,4.0,1.0,0.0,40.0,0.0,0
16392,32.0,3,13.0,0.0,3,1.0,4.0,0.0,0.0,50.0,1.0,1
16393,39.0,1,13.0,5.0,9,1.0,2.0,1.0,0.0,30.0,1.0,0
16394,23.0,3,13.0,4.0,0,3.0,4.0,0.0,0.0,35.0,1.0,0
16395,21.0,3,9.0,4.0,5,4.0,4.0,1.0,0.0,45.0,1.0,0
16396,47.0,3,9.0,0.0,0,4.0,4.0,0.0,0.0,48.0,1.0,0
16397,25.0,3,4.0,4.0,6,2.0,4.0,0.0,0.0,40.0,0.0,0
16398,18.0,3,7.0,4.0,10,3.0,4.0,0.0,0.0,35.0,1.0,0
16399,41.0,0,10.0,3.0,0,1.0,2.0,1.0,4650.0,40.0,1.0,0
16400,19.0,3,9.0,4.0,7,3.0,4.0,0.0,0.0,15.0,1.0,0
16401,24.0,3,9.0,4.0,2,1.0,4.0,1.0,0.0,42.0,1.0,0
16402,57.0,3,13.0,2.0,3,0.0,4.0,1.0,15024.0,50.0,1.0,1
16403,51.0,3,16.0,4.0,7,1.0,4.0,1.0,-2824.0,40.0,1.0,1
16404,32.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,40.0,1.0,0
16405,28.0,5,11.0,2.0,2,0.0,4.0,1.0,0.0,45.0,1.0,0
16406,40.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,75.0,1.0,1
16407,21.0,6,10.0,4.0,9,3.0,4.0,1.0,0.0,20.0,1.0,0
16408,45.0,5,13.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,1
16409,17.0,3,8.0,4.0,0,3.0,4.0,0.0,0.0,25.0,1.0,0
16410,55.0,3,6.0,2.0,13,0.0,4.0,1.0,0.0,50.0,1.0,0
16411,42.0,3,10.0,2.0,0,0.0,2.0,1.0,0.0,40.0,1.0,0
16412,49.0,3,9.0,2.0,0,0.0,4.0,1.0,0.0,38.0,1.0,0
16413,38.0,3,9.0,2.0,5,0.0,4.0,1.0,0.0,40.0,1.0,0
16414,50.0,3,13.0,4.0,3,1.0,4.0,1.0,0.0,40.0,1.0,0
16415,47.0,3,9.0,2.0,6,0.0,4.0,1.0,0.0,48.0,1.0,1
16416,43.0,3,13.0,2.0,3,5.0,2.0,0.0,0.0,40.0,0.0,0
16417,39.0,3,13.0,2.0,11,0.0,4.0,1.0,0.0,40.0,0.0,1
16418,42.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,30.0,1.0,0
16419,32.0,3,9.0,0.0,2,2.0,2.0,0.0,0.0,50.0,1.0,0
16420,44.0,0,12.0,0.0,3,1.0,4.0,0.0,2354.0,40.0,1.0,0
16421,50.0,4,15.0,2.0,9,0.0,4.0,1.0,99999.0,80.0,1.0,1
16422,55.0,3,9.0,0.0,0,4.0,0.0,0.0,0.0,45.0,1.0,0
16423,37.0,3,9.0,4.0,6,3.0,4.0,1.0,0.0,40.0,1.0,0
16424,59.0,3,9.0,0.0,0,1.0,4.0,0.0,0.0,40.0,1.0,0
16425,56.0,3,7.0,2.0,13,0.0,4.0,1.0,0.0,40.0,1.0,0
16426,33.0,5,8.0,4.0,2,1.0,2.0,1.0,0.0,32.0,1.0,0
16427,35.0,3,13.0,2.0,12,0.0,4.0,1.0,0.0,40.0,1.0,1
16428,44.0,3,9.0,4.0,7,4.0,4.0,1.0,0.0,40.0,1.0,0
16429,57.0,6,9.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
16430,31.0,3,10.0,4.0,3,1.0,2.0,0.0,0.0,40.0,1.0,0
16431,18.0,3,7.0,4.0,11,1.0,4.0,0.0,0.0,15.0,1.0,0
16432,43.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,70.0,1.0,0
16433,33.0,3,9.0,2.0,2,0.0,3.0,1.0,0.0,40.0,1.0,0
16434,18.0,3,10.0,4.0,0,3.0,4.0,1.0,0.0,25.0,1.0,0
16435,47.0,3,13.0,4.0,0,3.0,4.0,1.0,0.0,40.0,1.0,0
16436,53.0,3,9.0,0.0,7,4.0,4.0,0.0,0.0,40.0,1.0,0
16437,59.0,5,11.0,4.0,3,1.0,4.0,1.0,0.0,35.0,1.0,1
